admissions,mean_length_stay,year,diagnosis_code,description,chapter,category
6.0,4.8,1998,A00,Cholera,A,Infectious diseases
4.0,2.7,1999,A00,Cholera,A,Infectious diseases
17.0,6.3,2000,A00,Cholera,A,Infectious diseases
8.0,3.0,2001,A00,Cholera,A,Infectious diseases
14.0,7.1,2002,A00,Cholera,A,Infectious diseases
8.0,312.0,2003,A00,Cholera,A,Infectious diseases
2.0,0.5,2004,A00,Cholera,A,Infectious diseases
9.0,510.8,2005,A00,Cholera,A,Infectious diseases
3.0,8.0,2006,A00,Cholera,A,Infectious diseases
13.0,8.4,2007,A00,Cholera,A,Infectious diseases
7.0,4.0,2008,A00,Cholera,A,Infectious diseases
4.0,2.6,2009,A00,Cholera,A,Infectious diseases
3.0,3.7,2010,A00,Cholera,A,Infectious diseases
7.0,5.1,2011,A00,Cholera,A,Infectious diseases
10.0,3.3,2012,A00,Cholera,A,Infectious diseases
5.0,205.5,2013,A00,Cholera,A,Infectious diseases
12.0,6.0,2014,A00,Cholera,A,Infectious diseases
9.0,9.0,2015,A00,Cholera,A,Infectious diseases
14.0,3.0,2016,A00,Cholera,A,Infectious diseases
15.0,2.0,2017,A00,Cholera,A,Infectious diseases
13.0,4.0,2018,A00,Cholera,A,Infectious diseases
10.0,3.0,2019,A00,Cholera,A,Infectious diseases
6.0,6.0,2020,A00,Cholera,A,Infectious diseases
6.0,2.0,2021,A00,Cholera,A,Infectious diseases
10.0,6.6,2022,A00,Cholera,A,Infectious diseases
9.0,4.0,2023,A00,Cholera,A,Infectious diseases
197.0,7.2,1998,A01,Typhoid and paratyphoid fevers,A,Infectious diseases
202.0,7.1,1999,A01,Typhoid and paratyphoid fevers,A,Infectious diseases
201.0,8.0,2000,A01,Typhoid and paratyphoid fevers,A,Infectious diseases
258.0,7.1,2001,A01,Typhoid and paratyphoid fevers,A,Infectious diseases
178.0,8.2,2002,A01,Typhoid and paratyphoid fevers,A,Infectious diseases
251.0,8.0,2003,A01,Typhoid and paratyphoid fevers,A,Infectious diseases
271.0,8.2,2004,A01,Typhoid and paratyphoid fevers,A,Infectious diseases
333.0,7.1,2005,A01,Typhoid and paratyphoid fevers,A,Infectious diseases
358.0,6.9,2006,A01,Typhoid and paratyphoid fevers,A,Infectious diseases
365.0,6.7,2007,A01,Typhoid and paratyphoid fevers,A,Infectious diseases
431.0,6.9,2008,A01,Typhoid and paratyphoid fevers,A,Infectious diseases
348.0,6.6,2009,A01,Typhoid and paratyphoid fevers,A,Infectious diseases
450.0,6.3,2010,A01,Typhoid and paratyphoid fevers,A,Infectious diseases
410.0,5.6,2011,A01,Typhoid and paratyphoid fevers,A,Infectious diseases
270.0,5.6,2012,A01,Typhoid and paratyphoid fevers,A,Infectious diseases
270.0,5.7,2013,A01,Typhoid and paratyphoid fevers,A,Infectious diseases
282.0,6.0,2014,A01,Typhoid and paratyphoid fevers,A,Infectious diseases
228.0,6.0,2015,A01,Typhoid and paratyphoid fevers,A,Infectious diseases
348.0,5.0,2016,A01,Typhoid and paratyphoid fevers,A,Infectious diseases
292.0,5.0,2017,A01,Typhoid and paratyphoid fevers,A,Infectious diseases
389.0,5.0,2018,A01,Typhoid and paratyphoid fevers,A,Infectious diseases
567.0,5.0,2019,A01,Typhoid and paratyphoid fevers,A,Infectious diseases
79.0,6.0,2020,A01,Typhoid and paratyphoid fevers,A,Infectious diseases
168.0,6.0,2021,A01,Typhoid and paratyphoid fevers,A,Infectious diseases
474.0,5.8,2022,A01,Typhoid and paratyphoid fevers,A,Infectious diseases
644.0,6.0,2023,A01,Typhoid and paratyphoid fevers,A,Infectious diseases
1514.0,7.2,1998,A02,Other salmonella infections,A,Infectious diseases
1149.0,7.4,1999,A02,Other salmonella infections,A,Infectious diseases
941.0,6.8,2000,A02,Other salmonella infections,A,Infectious diseases
985.0,6.0,2001,A02,Other salmonella infections,A,Infectious diseases
922.0,6.7,2002,A02,Other salmonella infections,A,Infectious diseases
1013.0,7.0,2003,A02,Other salmonella infections,A,Infectious diseases
971.0,6.1,2004,A02,Other salmonella infections,A,Infectious diseases
823.0,7.0,2005,A02,Other salmonella infections,A,Infectious diseases
897.0,6.0,2006,A02,Other salmonella infections,A,Infectious diseases
852.0,6.3,2007,A02,Other salmonella infections,A,Infectious diseases
667.0,6.2,2008,A02,Other salmonella infections,A,Infectious diseases
714.0,6.8,2009,A02,Other salmonella infections,A,Infectious diseases
709.0,7.1,2010,A02,Other salmonella infections,A,Infectious diseases
657.0,6.4,2011,A02,Other salmonella infections,A,Infectious diseases
564.0,7.1,2012,A02,Other salmonella infections,A,Infectious diseases
603.0,6.9,2013,A02,Other salmonella infections,A,Infectious diseases
647.0,6.0,2014,A02,Other salmonella infections,A,Infectious diseases
613.0,6.0,2015,A02,Other salmonella infections,A,Infectious diseases
710.0,6.0,2016,A02,Other salmonella infections,A,Infectious diseases
767.0,6.0,2017,A02,Other salmonella infections,A,Infectious diseases
884.0,5.0,2018,A02,Other salmonella infections,A,Infectious diseases
858.0,5.0,2019,A02,Other salmonella infections,A,Infectious diseases
466.0,6.0,2020,A02,Other salmonella infections,A,Infectious diseases
623.0,6.0,2021,A02,Other salmonella infections,A,Infectious diseases
994.0,5.3,2022,A02,Other salmonella infections,A,Infectious diseases
1302.0,5.0,2023,A02,Other salmonella infections,A,Infectious diseases
120.0,5.7,1998,A03,Shigellosis,A,Infectious diseases
89.0,4.2,1999,A03,Shigellosis,A,Infectious diseases
81.0,4.9,2000,A03,Shigellosis,A,Infectious diseases
80.0,5.1,2001,A03,Shigellosis,A,Infectious diseases
61.0,5.3,2002,A03,Shigellosis,A,Infectious diseases
68.0,6.0,2003,A03,Shigellosis,A,Infectious diseases
69.0,3.8,2004,A03,Shigellosis,A,Infectious diseases
73.0,4.5,2005,A03,Shigellosis,A,Infectious diseases
74.0,4.1,2006,A03,Shigellosis,A,Infectious diseases
81.0,7.6,2007,A03,Shigellosis,A,Infectious diseases
87.0,4.3,2008,A03,Shigellosis,A,Infectious diseases
91.0,4.4,2009,A03,Shigellosis,A,Infectious diseases
111.0,4.8,2010,A03,Shigellosis,A,Infectious diseases
87.0,4.8,2011,A03,Shigellosis,A,Infectious diseases
97.0,5.3,2012,A03,Shigellosis,A,Infectious diseases
97.0,4.7,2013,A03,Shigellosis,A,Infectious diseases
164.0,5.0,2014,A03,Shigellosis,A,Infectious diseases
115.0,5.0,2015,A03,Shigellosis,A,Infectious diseases
131.0,5.0,2016,A03,Shigellosis,A,Infectious diseases
129.0,4.0,2017,A03,Shigellosis,A,Infectious diseases
203.0,4.0,2018,A03,Shigellosis,A,Infectious diseases
246.0,4.0,2019,A03,Shigellosis,A,Infectious diseases
121.0,4.0,2020,A03,Shigellosis,A,Infectious diseases
157.0,4.0,2021,A03,Shigellosis,A,Infectious diseases
250.0,3.8,2022,A03,Shigellosis,A,Infectious diseases
361.0,4.0,2023,A03,Shigellosis,A,Infectious diseases
6136.0,12.3,1998,A04,Other bacterial intestinal infections,A,Infectious diseases
7295.0,11.8,1999,A04,Other bacterial intestinal infections,A,Infectious diseases
7388.0,13.0,2000,A04,Other bacterial intestinal infections,A,Infectious diseases
6929.0,14.6,2001,A04,Other bacterial intestinal infections,A,Infectious diseases
6907.0,16.8,2002,A04,Other bacterial intestinal infections,A,Infectious diseases
7195.0,17.0,2003,A04,Other bacterial intestinal infections,A,Infectious diseases
8278.0,18.5,2004,A04,Other bacterial intestinal infections,A,Infectious diseases
9566.0,19.7,2005,A04,Other bacterial intestinal infections,A,Infectious diseases
12090.0,20.9,2006,A04,Other bacterial intestinal infections,A,Infectious diseases
12408.0,21.4,2007,A04,Other bacterial intestinal infections,A,Infectious diseases
10281.0,21.6,2008,A04,Other bacterial intestinal infections,A,Infectious diseases
9212.0,19.0,2009,A04,Other bacterial intestinal infections,A,Infectious diseases
9844.0,16.5,2010,A04,Other bacterial intestinal infections,A,Infectious diseases
9976.0,15.3,2011,A04,Other bacterial intestinal infections,A,Infectious diseases
10273.0,14.2,2012,A04,Other bacterial intestinal infections,A,Infectious diseases
10233.0,13.8,2013,A04,Other bacterial intestinal infections,A,Infectious diseases
11045.0,13.0,2014,A04,Other bacterial intestinal infections,A,Infectious diseases
11387.0,13.0,2015,A04,Other bacterial intestinal infections,A,Infectious diseases
10845.0,12.0,2016,A04,Other bacterial intestinal infections,A,Infectious diseases
11715.0,11.0,2017,A04,Other bacterial intestinal infections,A,Infectious diseases
11521.0,11.0,2018,A04,Other bacterial intestinal infections,A,Infectious diseases
11968.0,10.0,2019,A04,Other bacterial intestinal infections,A,Infectious diseases
10005.0,8.0,2020,A04,Other bacterial intestinal infections,A,Infectious diseases
13107.0,9.0,2021,A04,Other bacterial intestinal infections,A,Infectious diseases
13247.0,10.0,2022,A04,Other bacterial intestinal infections,A,Infectious diseases
14797.0,9.0,2023,A04,Other bacterial intestinal infections,A,Infectious diseases
155.0,6.0,1998,A05,Other bacterial foodborne intoxications,A,Infectious diseases
128.0,5.8,1999,A05,Other bacterial foodborne intoxications,A,Infectious diseases
110.0,9.9,2000,A05,Other bacterial foodborne intoxications,A,Infectious diseases
133.0,5.0,2001,A05,Other bacterial foodborne intoxications,A,Infectious diseases
135.0,6.7,2002,A05,Other bacterial foodborne intoxications,A,Infectious diseases
124.0,10.0,2003,A05,Other bacterial foodborne intoxications,A,Infectious diseases
209.0,12.2,2004,A05,Other bacterial foodborne intoxications,A,Infectious diseases
169.0,7.9,2005,A05,Other bacterial foodborne intoxications,A,Infectious diseases
146.0,9.1,2006,A05,Other bacterial foodborne intoxications,A,Infectious diseases
132.0,6.1,2007,A05,Other bacterial foodborne intoxications,A,Infectious diseases
124.0,6.6,2008,A05,Other bacterial foodborne intoxications,A,Infectious diseases
156.0,5.5,2009,A05,Other bacterial foodborne intoxications,A,Infectious diseases
128.0,3.8,2010,A05,Other bacterial foodborne intoxications,A,Infectious diseases
144.0,4.2,2011,A05,Other bacterial foodborne intoxications,A,Infectious diseases
142.0,1.8,2012,A05,"Other bacterial foodborne intoxications, not elsewhere classified",A,Infectious diseases
128.0,3.6,2013,A05,"Other bacterial foodborne intoxications, not elsewhere classified",A,Infectious diseases
130.0,2.0,2014,A05,"Other bacterial foodborne intoxications, not elsewhere classified",A,Infectious diseases
176.0,2.0,2015,A05,"Other bacterial foodborne intoxications, not elsewhere classified",A,Infectious diseases
374.0,2.0,2016,A05,"Other bacterial foodborne intoxications, not elsewhere classified",A,Infectious diseases
391.0,2.0,2017,A05,"Other bacterial foodborne intoxications, not elsewhere classified",A,Infectious diseases
426.0,2.0,2018,A05,"Other bacterial foodborne intoxications, not elsewhere classified",A,Infectious diseases
421.0,1.0,2019,A05,"Other bacterial foodborne intoxications, not elsewhere classified",A,Infectious diseases
311.0,2.0,2020,A05,"Other bacterial foodborne intoxications, not elsewhere classified",A,Infectious diseases
410.0,2.0,2021,A05,"Other bacterial foodborne intoxications, not elsewhere classified",A,Infectious diseases
422.0,1.9,2022,A05,"Other bacterial foodborne intoxications, not elsewhere classified",A,Infectious diseases
494.0,2.0,2023,A05,"Other bacterial foodborne intoxications, not elsewhere classified",A,Infectious diseases
75.0,9.9,1998,A06,Amoebiasis,A,Infectious diseases
80.0,14.2,1999,A06,Amoebiasis,A,Infectious diseases
80.0,12.7,2000,A06,Amoebiasis,A,Infectious diseases
67.0,12.3,2001,A06,Amoebiasis,A,Infectious diseases
65.0,10.6,2002,A06,Amoebiasis,A,Infectious diseases
56.0,16.0,2003,A06,Amoebiasis,A,Infectious diseases
62.0,11.4,2004,A06,Amoebiasis,A,Infectious diseases
49.0,11.1,2005,A06,Amoebiasis,A,Infectious diseases
56.0,13.0,2006,A06,Amoebiasis,A,Infectious diseases
80.0,10.5,2007,A06,Amoebiasis,A,Infectious diseases
61.0,11.5,2008,A06,Amoebiasis,A,Infectious diseases
56.0,16.4,2009,A06,Amoebiasis,A,Infectious diseases
134.0,11.6,2010,A06,Amoebiasis,A,Infectious diseases
76.0,10.6,2011,A06,Amoebiasis,A,Infectious diseases
57.0,11.5,2012,A06,Amoebiasis,A,Infectious diseases
57.0,9.6,2013,A06,Amoebiasis,A,Infectious diseases
50.0,12.0,2014,A06,Amoebiasis,A,Infectious diseases
55.0,11.0,2015,A06,Amoebiasis,A,Infectious diseases
55.0,14.0,2016,A06,Amoebiasis,A,Infectious diseases
51.0,11.0,2017,A06,Amoebiasis,A,Infectious diseases
62.0,11.0,2018,A06,Amoebiasis,A,Infectious diseases
50.0,13.0,2019,A06,Amoebiasis,A,Infectious diseases
35.0,9.0,2020,A06,Amoebiasis,A,Infectious diseases
34.0,12.0,2021,A06,Amoebiasis,A,Infectious diseases
53.0,12.4,2022,A06,Amoebiasis,A,Infectious diseases
42.0,13.0,2023,A06,Amoebiasis,A,Infectious diseases
300.0,4.9,1998,A07,Other protozoal intestinal diseases,A,Infectious diseases
359.0,4.6,1999,A07,Other protozoal intestinal diseases,A,Infectious diseases
310.0,3.9,2000,A07,Other protozoal intestinal diseases,A,Infectious diseases
209.0,4.8,2001,A07,Other protozoal intestinal diseases,A,Infectious diseases
213.0,4.2,2002,A07,Other protozoal intestinal diseases,A,Infectious diseases
285.0,4.0,2003,A07,Other protozoal intestinal diseases,A,Infectious diseases
228.0,5.3,2004,A07,Other protozoal intestinal diseases,A,Infectious diseases
234.0,3.5,2005,A07,Other protozoal intestinal diseases,A,Infectious diseases
238.0,4.4,2006,A07,Other protozoal intestinal diseases,A,Infectious diseases
223.0,5.3,2007,A07,Other protozoal intestinal diseases,A,Infectious diseases
277.0,3.8,2008,A07,Other protozoal intestinal diseases,A,Infectious diseases
289.0,4.9,2009,A07,Other protozoal intestinal diseases,A,Infectious diseases
249.0,4.6,2010,A07,Other protozoal intestinal diseases,A,Infectious diseases
251.0,4.3,2011,A07,Other protozoal intestinal diseases,A,Infectious diseases
324.0,4.6,2012,A07,Other protozoal intestinal diseases,A,Infectious diseases
256.0,4.8,2013,A07,Other protozoal intestinal diseases,A,Infectious diseases
282.0,5.0,2014,A07,Other protozoal intestinal diseases,A,Infectious diseases
324.0,5.0,2015,A07,Other protozoal intestinal diseases,A,Infectious diseases
370.0,5.0,2016,A07,Other protozoal intestinal diseases,A,Infectious diseases
292.0,5.0,2017,A07,Other protozoal intestinal diseases,A,Infectious diseases
354.0,4.0,2018,A07,Other protozoal intestinal diseases,A,Infectious diseases
298.0,4.0,2019,A07,Other protozoal intestinal diseases,A,Infectious diseases
186.0,4.0,2020,A07,Other protozoal intestinal diseases,A,Infectious diseases
219.0,6.0,2021,A07,Other protozoal intestinal diseases,A,Infectious diseases
245.0,4.5,2022,A07,Other protozoal intestinal diseases,A,Infectious diseases
379.0,4.0,2023,A07,Other protozoal intestinal diseases,A,Infectious diseases
18554.0,1.5,1998,A08,Viral and other specified intestinal infections,A,Infectious diseases
18679.0,1.4,1999,A08,Viral and other specified intestinal infections,A,Infectious diseases
18890.0,1.4,2000,A08,Viral and other specified intestinal infections,A,Infectious diseases
21971.0,1.4,2001,A08,Viral and other specified intestinal infections,A,Infectious diseases
25084.0,1.4,2002,A08,Viral and other specified intestinal infections,A,Infectious diseases
22045.0,1.0,2003,A08,Viral and other specified intestinal infections,A,Infectious diseases
27344.0,1.4,2004,A08,Viral and other specified intestinal infections,A,Infectious diseases
27073.0,1.4,2005,A08,Viral and other specified intestinal infections,A,Infectious diseases
27506.0,1.4,2006,A08,Viral and other specified intestinal infections,A,Infectious diseases
32476.0,1.5,2007,A08,Viral and other specified intestinal infections,A,Infectious diseases
34370.0,1.5,2008,A08,Viral and other specified intestinal infections,A,Infectious diseases
36919.0,1.7,2009,A08,Viral and other specified intestinal infections,A,Infectious diseases
34309.0,1.7,2010,A08,Viral and other specified intestinal infections,A,Infectious diseases
34425.0,1.8,2011,A08,Viral and other specified intestinal infections,A,Infectious diseases
38882.0,1.8,2012,A08,Viral and other specified intestinal infections,A,Infectious diseases
33825.0,1.7,2013,A08,Viral and other specified intestinal infections,A,Infectious diseases
32203.0,2.0,2014,A08,Viral and other specified intestinal infections,A,Infectious diseases
32787.0,2.0,2015,A08,Viral and other specified intestinal infections,A,Infectious diseases
36638.0,2.0,2016,A08,Viral and other specified intestinal infections,A,Infectious diseases
32014.0,2.0,2017,A08,Viral and other specified intestinal infections,A,Infectious diseases
34167.0,2.0,2018,A08,Viral and other specified intestinal infections,A,Infectious diseases
32373.0,2.0,2019,A08,Viral and other specified intestinal infections,A,Infectious diseases
9644.0,2.0,2020,A08,Viral and other specified intestinal infections,A,Infectious diseases
22191.0,1.0,2021,A08,Viral and other specified intestinal infections,A,Infectious diseases
24301.0,1.8,2022,A08,Viral and other specified intestinal infections,A,Infectious diseases
23836.0,2.0,2023,A08,Viral and other specified intestinal infections,A,Infectious diseases
9706.0,3.1,1998,A09,Diarrhoea and gastroenteritis of presumed infectious or,A,Infectious diseases
9428.0,3.1,1999,A09,Diarrhoea and gastroenteritis of presumed infectious or,A,Infectious diseases
7704.0,3.4,2000,A09,Diarrhoea and gastroenteritis of presumed infectious or,A,Infectious diseases
7507.0,3.5,2001,A09,Diarrhoea and gastroenteritis of presumed infectious or,A,Infectious diseases
7703.0,3.7,2002,A09,Diarrhoea and gastroenteritis of presumed infectious or,A,Infectious diseases
6515.0,4.0,2003,A09,Diarrhoea and gastroenteritis of presumed infectious origin,A,Infectious diseases
7757.0,3.8,2004,A09,Diarrhoea and gastroenteritis of presumed infectious origin,A,Infectious diseases
7258.0,4.0,2005,A09,Diarrhoea and gastroenteritis of presumed infectious origin,A,Infectious diseases
7352.0,3.6,2006,A09,Diarrhoea and gastroenteritis of presumed infectious origin,A,Infectious diseases
6250.0,3.5,2007,A09,Diarrhoea and gastroenteritis of presumed infectious origin,A,Infectious diseases
5690.0,3.5,2008,A09,Diarrhoea and gastroenteritis of presumed infectious origin,A,Infectious diseases
5953.0,3.4,2009,A09,Diarrhoea and gastroenteritis of presumed infectious origin,A,Infectious diseases
5451.0,3.0,2010,A09,Diarrhoea and gastroenteritis of presumed infectious origin,A,Infectious diseases
4878.0,3.3,2011,A09,Diarrhoea and gastroenteritis of presumed infectious origin,A,Infectious diseases
116654.0,3.4,2012,A09,Other gastroenteritis and colitis of infectious and unspecified origin,A,Infectious diseases
113108.0,3.3,2013,A09,Other gastroenteritis and colitis of infectious and unspecified origin,A,Infectious diseases
111456.0,3.0,2014,A09,Other gastroenteritis and colitis of infectious and unspecified origin,A,Infectious diseases
108326.0,3.0,2015,A09,Other gastroenteritis and colitis of infectious and unspecified origin,A,Infectious diseases
110440.0,3.0,2016,A09,Other gastroenteritis and colitis of infectious and unspecified origin,A,Infectious diseases
105643.0,3.0,2017,A09,Other gastroenteritis and colitis of infectious and unspecified origin,A,Infectious diseases
111015.0,3.0,2018,A09,Other gastroenteritis and colitis of infectious and unspecified origin,A,Infectious diseases
107563.0,3.0,2019,A09,Other gastroenteritis and colitis of infectious and unspecified origin,A,Infectious diseases
68017.0,3.0,2020,A09,Other gastroenteritis and colitis of infectious and unspecified origin,A,Infectious diseases
91688.0,3.0,2021,A09,Other gastroenteritis and colitis of infectious and unspecified origin,A,Infectious diseases
96173.0,2.8,2022,A09,Other gastroenteritis and colitis of infectious and unspecified origin,A,Infectious diseases
100691.0,3.0,2023,A09,Other gastroenteritis and colitis of infectious and unspecified origin,A,Infectious diseases
734.0,20.5,1998,A15,Resp TB bacteriologically and histologically confirmed,A,Infectious diseases
681.0,16.3,1999,A15,Respiratory TB bacteriologically and histologically confirmed,A,Infectious diseases
693.0,16.3,2000,A15,Respiratory TB bacteriologically and histologically confirmed,A,Infectious diseases
730.0,18.8,2001,A15,Resp TB bacteriologically and histologically confirmed,A,Infectious diseases
770.0,19.0,2002,A15,Resp TB bacteriologically and histologically confirmed,A,Infectious diseases
837.0,17.0,2003,A15,Respiratory TB bacteriologically and histologically confirmed,A,Infectious diseases
912.0,17.3,2004,A15,Respiratory TB bacteriologically and histologically confirmed,A,Infectious diseases
1017.0,16.3,2005,A15,Respiratory TB bacteriologically and histologically confirmed,A,Infectious diseases
1071.0,16.2,2006,A15,Respiratory TB bacteriologically and histologically confirmed,A,Infectious diseases
1373.0,16.2,2007,A15,Respiratory TB bacteriologically and histologically confirmed,A,Infectious diseases
1452.0,17.1,2008,A15,Respiratory TB bacteriologically and histologically confirmed,A,Infectious diseases
1186.0,16.7,2009,A15,Respiratory TB bacteriologically and histologically confirmed,A,Infectious diseases
1117.0,17.7,2010,A15,Respiratory TB bacteriologically and histologically confirmed,A,Infectious diseases
1282.0,17.5,2011,A15,Respiratory TB bacteriologically and histologically confirmed,A,Infectious diseases
1092.0,19.2,2012,A15,"Respiratory tuberculosis, bacteriologically and histologically confirmed",A,Infectious diseases
1015.0,20.6,2013,A15,"Respiratory tuberculosis, bacteriologically and histologically confirmed",A,Infectious diseases
944.0,21.0,2014,A15,"Respiratory tuberculosis, bacteriologically and histologically confirmed",A,Infectious diseases
886.0,22.0,2015,A15,"Respiratory tuberculosis, bacteriologically and histologically confirmed",A,Infectious diseases
985.0,20.0,2016,A15,"Respiratory tuberculosis, bacteriologically and histologically confirmed",A,Infectious diseases
717.0,22.0,2017,A15,"Respiratory tuberculosis, bacteriologically and histologically confirmed",A,Infectious diseases
753.0,19.0,2018,A15,"Respiratory tuberculosis, bacteriologically and histologically confirmed",A,Infectious diseases
793.0,21.0,2019,A15,"Respiratory tuberculosis, bacteriologically and histologically confirmed",A,Infectious diseases
585.0,20.0,2020,A15,"Respiratory tuberculosis, bacteriologically and histologically confirmed",A,Infectious diseases
806.0,17.0,2021,A15,"Respiratory tuberculosis, bacteriologically and histologically confirmed",A,Infectious diseases
817.0,21.1,2022,A15,"Respiratory tuberculosis, bacteriologically and histologically confirmed",A,Infectious diseases
1048.0,20.0,2023,A15,"Respiratory tuberculosis, bacteriologically and histologically confirmed",A,Infectious diseases
1776.0,16.2,1998,A16,Respiratory TB not confirmed bact or histologically,A,Infectious diseases
1729.0,16.5,1999,A16,Respiratory TB not confirmed bact or histologically,A,Infectious diseases
1686.0,16.1,2000,A16,Respiratory TB not confirmed bact. or histologically,A,Infectious diseases
1659.0,15.9,2001,A16,Respiratory TB not confirmed bact or histologically,A,Infectious diseases
1823.0,15.6,2002,A16,Respiratory TB not confirmed bact or histologically,A,Infectious diseases
1658.0,16.0,2003,A16,Respiratory TB not confirmed bacteriologically or histologically,A,Infectious diseases
1617.0,15.7,2004,A16,Respiratory TB not confirmed bacteriologically or histologically,A,Infectious diseases
1715.0,14.9,2005,A16,Respiratory TB not confirmed bacteriologically or histologically,A,Infectious diseases
1669.0,13.4,2006,A16,Respiratory TB not confirmed bacteriologically or histologically,A,Infectious diseases
1437.0,13.0,2007,A16,Respiratory TB not confirmed bacteriologically or histologically,A,Infectious diseases
1499.0,13.9,2008,A16,Respiratory TB not confirmed bacteriologically or histologically,A,Infectious diseases
1388.0,13.5,2009,A16,Respiratory TB not confirmed bacteriologically or histologically,A,Infectious diseases
1269.0,12.2,2010,A16,Respiratory TB not confirmed bacteriologically or histologically,A,Infectious diseases
1241.0,12.9,2011,A16,Respiratory TB not confirmed bacteriologically or histologically,A,Infectious diseases
1289.0,12.1,2012,A16,"Respiratory tuberculosis, not confirmed bacteriologically or histologically",A,Infectious diseases
1176.0,12.7,2013,A16,"Respiratory tuberculosis, not confirmed bacteriologically or histologically",A,Infectious diseases
844.0,14.0,2014,A16,"Respiratory tuberculosis, not confirmed bacteriologically or histologically",A,Infectious diseases
955.0,13.0,2015,A16,"Respiratory tuberculosis, not confirmed bacteriologically or histologically",A,Infectious diseases
974.0,13.0,2016,A16,"Respiratory tuberculosis, not confirmed bacteriologically or histologically",A,Infectious diseases
880.0,12.0,2017,A16,"Respiratory tuberculosis, not confirmed bacteriologically or histologically",A,Infectious diseases
774.0,12.0,2018,A16,"Respiratory tuberculosis, not confirmed bacteriologically or histologically",A,Infectious diseases
684.0,12.0,2019,A16,"Respiratory tuberculosis, not confirmed bacteriologically or histologically",A,Infectious diseases
432.0,12.0,2020,A16,"Respiratory tuberculosis, not confirmed bacteriologically or histologically",A,Infectious diseases
565.0,11.0,2021,A16,"Respiratory tuberculosis, not confirmed bacteriologically or histologically",A,Infectious diseases
658.0,11.2,2022,A16,"Respiratory tuberculosis, not confirmed bacteriologically or histologically",A,Infectious diseases
714.0,14.0,2023,A16,"Respiratory tuberculosis, not confirmed bacteriologically or histologically",A,Infectious diseases
189.0,83.7,1998,A17,Tuberculosis of nervous system,A,Infectious diseases
192.0,42.9,1999,A17,Tuberculosis of nervous system,A,Infectious diseases
138.0,31.2,2000,A17,Tuberculosis of nervous system,A,Infectious diseases
211.0,27.1,2001,A17,Tuberculosis of nervous system,A,Infectious diseases
238.0,34.7,2002,A17,Tuberculosis of nervous system,A,Infectious diseases
233.0,32.0,2003,A17,Tuberculosis of nervous system,A,Infectious diseases
247.0,28.1,2004,A17,Tuberculosis of nervous system,A,Infectious diseases
258.0,34.4,2005,A17,Tuberculosis of nervous system,A,Infectious diseases
268.0,34.8,2006,A17,Tuberculosis of nervous system,A,Infectious diseases
282.0,32.1,2007,A17,Tuberculosis of nervous system,A,Infectious diseases
309.0,32.4,2008,A17,Tuberculosis of nervous system,A,Infectious diseases
298.0,32.5,2009,A17,Tuberculosis of nervous system,A,Infectious diseases
293.0,27.9,2010,A17,Tuberculosis of nervous system,A,Infectious diseases
413.0,29.6,2011,A17,Tuberculosis of nervous system,A,Infectious diseases
268.0,31.7,2012,A17,Tuberculosis of nervous system,A,Infectious diseases
317.0,35.9,2013,A17,Tuberculosis of nervous system,A,Infectious diseases
191.0,33.0,2014,A17,Tuberculosis of nervous system,A,Infectious diseases
167.0,37.0,2015,A17,Tuberculosis of nervous system,A,Infectious diseases
181.0,31.0,2016,A17,Tuberculosis of nervous system,A,Infectious diseases
151.0,39.0,2017,A17,Tuberculosis of nervous system,A,Infectious diseases
143.0,32.0,2018,A17,Tuberculosis of nervous system,A,Infectious diseases
108.0,38.0,2019,A17,Tuberculosis of nervous system,A,Infectious diseases
108.0,29.0,2020,A17,Tuberculosis of nervous system,A,Infectious diseases
129.0,33.0,2021,A17,Tuberculosis of nervous system,A,Infectious diseases
193.0,39.7,2022,A17,Tuberculosis of nervous system,A,Infectious diseases
159.0,43.0,2023,A17,Tuberculosis of nervous system,A,Infectious diseases
910.0,17.8,1998,A18,Tuberculosis of other organs,A,Infectious diseases
1050.0,17.2,1999,A18,Tuberculosis of other organs,A,Infectious diseases
879.0,17.5,2000,A18,Tuberculosis of other organs,A,Infectious diseases
941.0,17.0,2001,A18,Tuberculosis of other organs,A,Infectious diseases
979.0,16.8,2002,A18,Tuberculosis of other organs,A,Infectious diseases
1000.0,18.0,2003,A18,Tuberculosis of other organs,A,Infectious diseases
991.0,15.8,2004,A18,Tuberculosis of other organs,A,Infectious diseases
1206.0,16.2,2005,A18,Tuberculosis of other organs,A,Infectious diseases
1183.0,16.7,2006,A18,Tuberculosis of other organs,A,Infectious diseases
1070.0,16.0,2007,A18,Tuberculosis of other organs,A,Infectious diseases
1109.0,15.2,2008,A18,Tuberculosis of other organs,A,Infectious diseases
1072.0,15.4,2009,A18,Tuberculosis of other organs,A,Infectious diseases
1463.0,12.5,2010,A18,Tuberculosis of other organs,A,Infectious diseases
1233.0,15.0,2011,A18,Tuberculosis of other organs,A,Infectious diseases
1268.0,16.0,2012,A18,Tuberculosis of other organs,A,Infectious diseases
1012.0,14.3,2013,A18,Tuberculosis of other organs,A,Infectious diseases
803.0,17.0,2014,A18,Tuberculosis of other organs,A,Infectious diseases
687.0,16.0,2015,A18,Tuberculosis of other organs,A,Infectious diseases
723.0,17.0,2016,A18,Tuberculosis of other organs,A,Infectious diseases
618.0,20.0,2017,A18,Tuberculosis of other organs,A,Infectious diseases
