admissions,mean_length_stay,year,diagnosis_code,description,chapter,category
105220.0,8.2,2006,J44,Other chronic obstructive pulmonary disease,J,Respiratory
101804.0,7.9,2007,J44,Other chronic obstructive pulmonary disease,J,Respiratory
112539.0,7.5,2008,J44,Other chronic obstructive pulmonary disease,J,Respiratory
105688.0,7.2,2009,J44,Other chronic obstructive pulmonary disease,J,Respiratory
114055.0,6.6,2010,J44,Other chronic obstructive pulmonary disease,J,Respiratory
109570.0,6.4,2011,J44,Other chronic obstructive pulmonary disease,J,Respiratory
117897.0,6.2,2012,J44,Other chronic obstructive pulmonary disease,J,Respiratory
113876.0,6.0,2013,J44,Other chronic obstructive pulmonary disease,J,Respiratory
123518.0,6.0,2014,J44,Other chronic obstructive pulmonary disease,J,Respiratory
124298.0,5.0,2015,J44,Other chronic obstructive pulmonary disease,J,Respiratory
128740.0,5.0,2016,J44,Other chronic obstructive pulmonary disease,J,Respiratory
130598.0,5.0,2017,J44,Other chronic obstructive pulmonary disease,J,Respiratory
132391.0,5.0,2018,J44,Other chronic obstructive pulmonary disease,J,Respiratory
134316.0,5.0,2019,J44,Other chronic obstructive pulmonary disease,J,Respiratory
73702.0,4.0,2020,J44,Other chronic obstructive pulmonary disease,J,Respiratory
102561.0,5.0,2021,J44,Other chronic obstructive pulmonary disease,J,Respiratory
108876.0,5.6,2022,J44,Other chronic obstructive pulmonary disease,J,Respiratory
121224.0,5.0,2023,J44,Other chronic obstructive pulmonary disease,J,Respiratory
61666.0,3.3,1998,J45,Asthma,J,Respiratory
57057.0,3.3,1999,J45,Asthma,J,Respiratory
52706.0,3.6,2000,J45,Asthma,J,Respiratory
53400.0,3.2,2001,J45,Asthma,J,Respiratory
51601.0,3.2,2002,J45,Asthma,J,Respiratory
56698.0,3.0,2003,J45,Asthma,J,Respiratory
63422.0,3.1,2004,J45,Asthma,J,Respiratory
59072.0,3.0,2005,J45,Asthma,J,Respiratory
62656.0,2.7,2006,J45,Asthma,J,Respiratory
57017.0,2.7,2007,J45,Asthma,J,Respiratory
63730.0,2.7,2008,J45,Asthma,J,Respiratory
61327.0,2.6,2009,J45,Asthma,J,Respiratory
62961.0,2.5,2010,J45,Asthma,J,Respiratory
56977.0,2.5,2011,J45,Asthma,J,Respiratory
64240.0,2.5,2012,J45,Asthma,J,Respiratory
60636.0,2.5,2013,J45,Asthma,J,Respiratory
69810.0,2.0,2014,J45,Asthma,J,Respiratory
68426.0,2.0,2015,J45,Asthma,J,Respiratory
71899.0,2.0,2016,J45,Asthma,J,Respiratory
73877.0,2.0,2017,J45,Asthma,J,Respiratory
79135.0,2.0,2018,J45,Asthma,J,Respiratory
79503.0,2.0,2019,J45,Asthma,J,Respiratory
37079.0,2.0,2020,J45,Asthma,J,Respiratory
54756.0,2.0,2021,J45,Asthma,J,Respiratory
56853.0,2.6,2022,J45,Asthma,J,Respiratory
69415.0,3.0,2023,J45,Asthma,J,Respiratory
8754.0,3.9,1998,J46,Status asthmaticus,J,Respiratory
9502.0,3.6,1999,J46,Status asthmaticus,J,Respiratory
8076.0,3.8,2000,J46,Status asthmaticus,J,Respiratory
7157.0,3.7,2001,J46,Status asthmaticus,J,Respiratory
7381.0,3.9,2002,J46,Status asthmaticus,J,Respiratory
6907.0,4.0,2003,J46,Status asthmaticus,J,Respiratory
7485.0,3.6,2004,J46,Status asthmaticus,J,Respiratory
6983.0,3.7,2005,J46,Status asthmaticus,J,Respiratory
7480.0,3.4,2006,J46,Status asthmaticus,J,Respiratory
6856.0,3.4,2007,J46,Status asthmaticus,J,Respiratory
7573.0,3.2,2008,J46,Status asthmaticus,J,Respiratory
6439.0,3.2,2009,J46,Status asthmaticus,J,Respiratory
5461.0,3.4,2010,J46,Status asthmaticus,J,Respiratory
4972.0,3.6,2011,J46,Status asthmaticus,J,Respiratory
5738.0,3.6,2012,J46,Status asthmaticus,J,Respiratory
5218.0,3.5,2013,J46,Status asthmaticus,J,Respiratory
5941.0,3.0,2014,J46,Status asthmaticus,J,Respiratory
5936.0,3.0,2015,J46,Status asthmaticus,J,Respiratory
5617.0,4.0,2016,J46,Status asthmaticus,J,Respiratory
5013.0,4.0,2017,J46,Status asthmaticus,J,Respiratory
4925.0,4.0,2018,J46,Status asthmaticus,J,Respiratory
4500.0,4.0,2019,J46,Status asthmaticus,J,Respiratory
2137.0,4.0,2020,J46,Status asthmaticus,J,Respiratory
3547.0,4.0,2021,J46,Status asthmaticus,J,Respiratory
3771.0,4.0,2022,J46,Status asthmaticus,J,Respiratory
4248.0,4.0,2023,J46,Status asthmaticus,J,Respiratory
4932.0,9.8,1998,J47,Bronchiectasis,J,Respiratory
4926.0,9.7,1999,J47,Bronchiectasis,J,Respiratory
5069.0,10.1,2000,J47,Bronchiectasis,J,Respiratory
5906.0,10.5,2001,J47,Bronchiectasis,J,Respiratory
5902.0,10.5,2002,J47,Bronchiectasis,J,Respiratory
6406.0,11.0,2003,J47,Bronchiectasis,J,Respiratory
6755.0,10.6,2004,J47,Bronchiectasis,J,Respiratory
6871.0,10.0,2005,J47,Bronchiectasis,J,Respiratory
7302.0,9.7,2006,J47,Bronchiectasis,J,Respiratory
7635.0,9.8,2007,J47,Bronchiectasis,J,Respiratory
8498.0,9.4,2008,J47,Bronchiectasis,J,Respiratory
9032.0,9.4,2009,J47,Bronchiectasis,J,Respiratory
9933.0,9.5,2010,J47,Bronchiectasis,J,Respiratory
10259.0,9.1,2011,J47,Bronchiectasis,J,Respiratory
11613.0,8.8,2012,J47,Bronchiectasis,J,Respiratory
12324.0,8.8,2013,J47,Bronchiectasis,J,Respiratory
13109.0,9.0,2014,J47,Bronchiectasis,J,Respiratory
13594.0,8.0,2015,J47,Bronchiectasis,J,Respiratory
13845.0,8.0,2016,J47,Bronchiectasis,J,Respiratory
14085.0,8.0,2017,J47,Bronchiectasis,J,Respiratory
14549.0,8.0,2018,J47,Bronchiectasis,J,Respiratory
14803.0,8.0,2019,J47,Bronchiectasis,J,Respiratory
7632.0,8.0,2020,J47,Bronchiectasis,J,Respiratory
10731.0,8.0,2021,J47,Bronchiectasis,J,Respiratory
11497.0,8.4,2022,J47,Bronchiectasis,J,Respiratory
13589.0,8.0,2023,J47,Bronchiectasis,J,Respiratory
80.0,7.2,1998,J60,Coalworker's pneumoconiosis,J,Respiratory
71.0,7.4,1999,J60,Coalworker's pneumoconiosis,J,Respiratory
57.0,9.6,2000,J60,Coalworker's pneumoconiosis,J,Respiratory
51.0,8.9,2001,J60,Coalworker's pneumoconiosis,J,Respiratory
59.0,9.0,2002,J60,Coalworker's pneumoconiosis,J,Respiratory
51.0,5.0,2003,J60,Coalworker's pneumoconiosis,J,Respiratory
65.0,9.5,2004,J60,Coalworker's pneumoconiosis,J,Respiratory
52.0,7.0,2005,J60,Coalworker's pneumoconiosis,J,Respiratory
56.0,7.5,2006,J60,Coalworker's pneumoconiosis,J,Respiratory
61.0,7.2,2007,J60,Coalworker's pneumoconiosis,J,Respiratory
64.0,6.1,2008,J60,Coalworker's pneumoconiosis,J,Respiratory
71.0,5.1,2009,J60,Coalworker's pneumoconiosis,J,Respiratory
71.0,7.5,2010,J60,Coalworker's pneumoconiosis,J,Respiratory
81.0,4.7,2011,J60,Coalworker's pneumoconiosis,J,Respiratory
91.0,4.0,2012,J60,Coalworker's pneumoconiosis,J,Respiratory
52.0,3.7,2013,J60,Coalworker's pneumoconiosis,J,Respiratory
71.0,8.0,2014,J60,Coalworker's pneumoconiosis,J,Respiratory
122.0,4.0,2015,J60,Coalworker's pneumoconiosis,J,Respiratory
95.0,5.0,2016,J60,Coalworker's pneumoconiosis,J,Respiratory
85.0,4.0,2017,J60,Coalworker's pneumoconiosis,J,Respiratory
75.0,6.0,2018,J60,Coalworker pneumoconiosis,J,Respiratory
64.0,5.0,2019,J60,Coalworker pneumoconiosis,J,Respiratory
47.0,3.0,2020,J60,Coalworker pneumoconiosis,J,Respiratory
73.0,5.0,2021,J60,Coalworker pneumoconiosis,J,Respiratory
76.0,9.0,2022,J60,Coalworker pneumoconiosis,J,Respiratory
77.0,3.0,2023,J60,Coalworker pneumoconiosis,J,Respiratory
134.0,9.1,1998,J61,Pneumoconiosis due to asbestos and other mineral fibres,J,Respiratory
143.0,9.8,1999,J61,Pneumoconiosis due to asbestos and other mineral fibres,J,Respiratory
160.0,11.5,2000,J61,Pneumoconiosis due to asbestos and other mineral fibres,J,Respiratory
172.0,9.8,2001,J61,Pneumoconiosis due to asbestos and other mineral fibres,J,Respiratory
152.0,11.0,2002,J61,Pneumoconiosis due to asbestos and other mineral fibres,J,Respiratory
152.0,10.0,2003,J61,Pneumoconiosis due to asbestos and other mineral fibres,J,Respiratory
203.0,9.8,2004,J61,Pneumoconiosis due to asbestos and other mineral fibres,J,Respiratory
221.0,10.3,2005,J61,Pneumoconiosis due to asbestos and other mineral fibres,J,Respiratory
185.0,9.8,2006,J61,Pneumoconiosis due to asbestos and other mineral fibres,J,Respiratory
219.0,8.4,2007,J61,Pneumoconiosis due to asbestos and other mineral fibres,J,Respiratory
193.0,9.1,2008,J61,Pneumoconiosis due to asbestos and other mineral fibres,J,Respiratory
182.0,8.2,2009,J61,Pneumoconiosis due to asbestos and other mineral fibres,J,Respiratory
146.0,9.5,2010,J61,Pneumoconiosis due to asbestos and other mineral fibres,J,Respiratory
163.0,8.1,2011,J61,Pneumoconiosis due to asbestos and other mineral fibres,J,Respiratory
138.0,7.4,2012,J61,Pneumoconiosis due to asbestos and other mineral fibres,J,Respiratory
118.0,8.2,2013,J61,Pneumoconiosis due to asbestos and other mineral fibres,J,Respiratory
125.0,7.0,2014,J61,Pneumoconiosis due to asbestos and other mineral fibres,J,Respiratory
131.0,6.0,2015,J61,Pneumoconiosis due to asbestos and other mineral fibres,J,Respiratory
124.0,7.0,2016,J61,Pneumoconiosis due to asbestos and other mineral fibres,J,Respiratory
104.0,5.0,2017,J61,Pneumoconiosis due to asbestos and other mineral fibres,J,Respiratory
115.0,8.0,2018,J61,Pneumoconiosis due to asbestos and other mineral fibres,J,Respiratory
101.0,7.0,2019,J61,Pneumoconiosis due to asbestos and other mineral fibres,J,Respiratory
103.0,4.0,2020,J61,Pneumoconiosis due to asbestos and other mineral fibres,J,Respiratory
104.0,5.0,2021,J61,Pneumoconiosis due to asbestos and other mineral fibres,J,Respiratory
77.0,7.5,2022,J61,Pneumoconiosis due to asbestos and other mineral fibres,J,Respiratory
85.0,6.0,2023,J61,Pneumoconiosis due to asbestos and other mineral fibres,J,Respiratory
19.0,10.9,1998,J62,Pneumoconiosis due to dust containing silica,J,Respiratory
21.0,6.4,1999,J62,Pneumoconiosis due to dust containing silica,J,Respiratory
19.0,19.6,2000,J62,Pneumoconiosis due to dust containing silica,J,Respiratory
13.0,13.1,2001,J62,Pneumoconiosis due to dust containing silica,J,Respiratory
16.0,12.6,2002,J62,Pneumoconiosis due to dust containing silica,J,Respiratory
17.0,14.0,2003,J62,Pneumoconiosis due to dust containing silica,J,Respiratory
14.0,7.4,2004,J62,Pneumoconiosis due to dust containing silica,J,Respiratory
27.0,8.2,2005,J62,Pneumoconiosis due to dust containing silica,J,Respiratory
19.0,7.8,2006,J62,Pneumoconiosis due to dust containing silica,J,Respiratory
21.0,5.2,2007,J62,Pneumoconiosis due to dust containing silica,J,Respiratory
17.0,4.2,2008,J62,Pneumoconiosis due to dust containing silica,J,Respiratory
24.0,6.3,2009,J62,Pneumoconiosis due to dust containing silica,J,Respiratory
24.0,4.4,2010,J62,Pneumoconiosis due to dust containing silica,J,Respiratory
30.0,5.3,2011,J62,Pneumoconiosis due to dust containing silica,J,Respiratory
21.0,4.2,2012,J62,Pneumoconiosis due to dust containing silica,J,Respiratory
23.0,3.1,2013,J62,Pneumoconiosis due to dust containing silica,J,Respiratory
24.0,8.0,2014,J62,Pneumoconiosis due to dust containing silica,J,Respiratory
27.0,5.0,2015,J62,Pneumoconiosis due to dust containing silica,J,Respiratory
15.0,3.0,2016,J62,Pneumoconiosis due to dust containing silica,J,Respiratory
21.0,7.0,2017,J62,Pneumoconiosis due to dust containing silica,J,Respiratory
23.0,5.0,2018,J62,Pneumoconiosis due to dust containing silica,J,Respiratory
28.0,9.0,2019,J62,Pneumoconiosis due to dust containing silica,J,Respiratory
6.0,2.0,2020,J62,Pneumoconiosis due to dust containing silica,J,Respiratory
14.0,2.0,2021,J62,Pneumoconiosis due to dust containing silica,J,Respiratory
15.0,6.3,2022,J62,Pneumoconiosis due to dust containing silica,J,Respiratory
57.0,5.0,2023,J62,Pneumoconiosis due to dust containing silica,J,Respiratory
10.0,4.8,1998,J63,Pneumoconiosis due to other inorganic dusts,J,Respiratory
9.0,16.2,1999,J63,Pneumoconiosis due to other inorganic dusts,J,Respiratory
9.0,12.9,2000,J63,Pneumoconiosis due to other inorganic dusts,J,Respiratory
25.0,4.7,2001,J63,Pneumoconiosis due to other inorganic dusts,J,Respiratory
21.0,9.6,2002,J63,Pneumoconiosis due to other inorganic dusts,J,Respiratory
18.0,9.0,2003,J63,Pneumoconiosis due to other inorganic dusts,J,Respiratory
7.0,12.6,2004,J63,Pneumoconiosis due to other inorganic dusts,J,Respiratory
3.0,1.5,2005,J63,Pneumoconiosis due to other inorganic dusts,J,Respiratory
15.0,4.1,2006,J63,Pneumoconiosis due to other inorganic dusts,J,Respiratory
12.0,3.3,2007,J63,Pneumoconiosis due to other inorganic dusts,J,Respiratory
9.0,3.8,2008,J63,Pneumoconiosis due to other inorganic dusts,J,Respiratory
17.0,15.0,2009,J63,Pneumoconiosis due to other inorganic dusts,J,Respiratory
12.0,5.9,2010,J63,Pneumoconiosis due to other inorganic dusts,J,Respiratory
28.0,4.4,2011,J63,Pneumoconiosis due to other inorganic dusts,J,Respiratory
4.0,6.3,2012,J63,Pneumoconiosis due to other inorganic dusts,J,Respiratory
3.0,8.5,2013,J63,Pneumoconiosis due to other inorganic dusts,J,Respiratory
7.0,3.0,2014,J63,Pneumoconiosis due to other inorganic dusts,J,Respiratory
9.0,10.0,2015,J63,Pneumoconiosis due to other inorganic dusts,J,Respiratory
5.0,1.0,2016,J63,Pneumoconiosis due to other inorganic dusts,J,Respiratory
6.0,1.0,2017,J63,Pneumoconiosis due to other inorganic dusts,J,Respiratory
9.0,3.0,2018,J63,Pneumoconiosis due to other inorganic dusts,J,Respiratory
10.0,5.0,2019,J63,Pneumoconiosis due to other inorganic dusts,J,Respiratory
2.0,21.0,2020,J63,Pneumoconiosis due to other inorganic dusts,J,Respiratory
9.0,1.0,2021,J63,Pneumoconiosis due to other inorganic dusts,J,Respiratory
7.0,4.6,2022,J63,Pneumoconiosis due to other inorganic dusts,J,Respiratory
6.0,6.0,2023,J63,Pneumoconiosis due to other inorganic dusts,J,Respiratory
115.0,8.5,1998,J64,Unspecified pneumoconiosis,J,Respiratory
74.0,11.9,1999,J64,Unspecified pneumoconiosis,J,Respiratory
66.0,9.0,2000,J64,Unspecified pneumoconiosis,J,Respiratory
74.0,9.4,2001,J64,Unspecified pneumoconiosis,J,Respiratory
74.0,8.1,2002,J64,Unspecified pneumoconiosis,J,Respiratory
58.0,12.0,2003,J64,Unspecified pneumoconiosis,J,Respiratory
77.0,9.4,2004,J64,Unspecified pneumoconiosis,J,Respiratory
51.0,10.3,2005,J64,Unspecified pneumoconiosis,J,Respiratory
66.0,9.3,2006,J64,Unspecified pneumoconiosis,J,Respiratory
43.0,9.8,2007,J64,Unspecified pneumoconiosis,J,Respiratory
39.0,11.0,2008,J64,Unspecified pneumoconiosis,J,Respiratory
44.0,8.4,2009,J64,Unspecified pneumoconiosis,J,Respiratory
31.0,19.2,2010,J64,Unspecified pneumoconiosis,J,Respiratory
40.0,8.0,2011,J64,Unspecified pneumoconiosis,J,Respiratory
44.0,6.9,2012,J64,Unspecified pneumoconiosis,J,Respiratory
30.0,4.9,2013,J64,Unspecified pneumoconiosis,J,Respiratory
33.0,5.0,2014,J64,Unspecified pneumoconiosis,J,Respiratory
31.0,4.0,2015,J64,Unspecified pneumoconiosis,J,Respiratory
21.0,7.0,2016,J64,Unspecified pneumoconiosis,J,Respiratory
16.0,5.0,2017,J64,Unspecified pneumoconiosis,J,Respiratory
13.0,3.0,2018,J64,Unspecified pneumoconiosis,J,Respiratory
22.0,5.0,2019,J64,Unspecified pneumoconiosis,J,Respiratory
10.0,5.0,2020,J64,Unspecified pneumoconiosis,J,Respiratory
12.0,4.0,2021,J64,Unspecified pneumoconiosis,J,Respiratory
18.0,1.8,2022,J64,Unspecified pneumoconiosis,J,Respiratory
14.0,7.0,2023,J64,Unspecified pneumoconiosis,J,Respiratory
1.0,,1998,J65,Pneumoconiosis associated with tuberculosis,J,Respiratory
2.0,14.0,1999,J65,Pneumoconiosis associated with tuberculosis,J,Respiratory
4.0,21.5,2001,J65,Pneumoconiosis associated with tuberculosis,J,Respiratory
6.0,40.5,2002,J65,Pneumoconiosis associated with tuberculosis,J,Respiratory
2.0,5.0,2003,J65,Pneumoconiosis associated with tuberculosis,J,Respiratory
4.0,4.0,2004,J65,Pneumoconiosis associated with tuberculosis,J,Respiratory
2.0,5.0,2005,J65,Pneumoconiosis associated with tuberculosis,J,Respiratory
3.0,8.7,2006,J65,Pneumoconiosis associated with tuberculosis,J,Respiratory
2.0,27.0,2007,J65,Pneumoconiosis associated with tuberculosis,J,Respiratory
0.0,5.0,2008,J65,Pneumoconiosis associated with tuberculosis,J,Respiratory
6.0,3.2,2009,J65,Pneumoconiosis associated with tuberculosis,J,Respiratory
3.0,7.0,2010,J65,Pneumoconiosis associated with tuberculosis,J,Respiratory
1.0,0.0,2011,J65,Pneumoconiosis associated with tuberculosis,J,Respiratory
3.0,22.0,2012,J65,Pneumoconiosis associated with tuberculosis,J,Respiratory
1.0,11.0,2014,J65,Pneumoconiosis associated with tuberculosis,J,Respiratory
2.0,8.0,2018,J65,Pneumoconiosis associated with tuberculosis,J,Respiratory
1.0,4.0,2019,J65,Pneumoconiosis associated with tuberculosis,J,Respiratory
1.0,0.0,2021,J65,Pneumoconiosis associated with tuberculosis,J,Respiratory
4.0,3.5,1998,J66,Airway disease due to specific organic dust,J,Respiratory
10.0,15.2,1999,J66,Airway disease due to specific organic dust,J,Respiratory
7.0,10.7,2000,J66,Airway disease due to specific organic dust,J,Respiratory
7.0,9.3,2001,J66,Airway disease due to specific organic dust,J,Respiratory
5.0,15.8,2002,J66,Airway disease due to specific organic dust,J,Respiratory
9.0,11.0,2003,J66,Airway disease due to specific organic dust,J,Respiratory
9.0,12.4,2004,J66,Airway disease due to specific organic dust,J,Respiratory
11.0,7.3,2005,J66,Airway disease due to specific organic dust,J,Respiratory
5.0,0.8,2006,J66,Airway disease due to specific organic dust,J,Respiratory
6.0,1.0,2007,J66,Airway disease due to specific organic dust,J,Respiratory
3.0,4.5,2008,J66,Airway disease due to specific organic dust,J,Respiratory
3.0,0.5,2009,J66,Airway disease due to specific organic dust,J,Respiratory
1.0,1.0,2010,J66,Airway disease due to specific organic dust,J,Respiratory
3.0,3.3,2011,J66,Airway disease due to specific organic dust,J,Respiratory
3.0,2.0,2012,J66,Airway disease due to specific organic dust,J,Respiratory
2.0,9.0,2013,J66,Airway disease due to specific organic dust,J,Respiratory
2.0,3.0,2014,J66,Airway disease due to specific organic dust,J,Respiratory
6.0,2.0,2015,J66,Airway disease due to specific organic dust,J,Respiratory
4.0,,2016,J66,Airway disease due to specific organic dust,J,Respiratory
5.0,1.0,2017,J66,Airway disease due to specific organic dust,J,Respiratory
3.0,0.0,2018,J66,Airway disease due to specific organic dust,J,Respiratory
7.0,3.0,2019,J66,Airway disease due to specific organic dust,J,Respiratory
3.0,4.0,2020,J66,Airway disease due to specific organic dust,J,Respiratory
2.0,5.0,2021,J66,Airway disease due to specific organic dust,J,Respiratory
2.0,0.0,2022,J66,Airway disease due to specific organic dust,J,Respiratory
8.0,11.0,2023,J66,Airway disease due to specific organic dust,J,Respiratory
206.0,8.1,1998,J67,Hypersensitivity pneumonitis due to organic dust,J,Respiratory
206.0,10.9,1999,J67,Hypersensitivity pneumonitis due to organic dust,J,Respiratory
225.0,9.2,2000,J67,Hypersensitivity pneumonitis due to organic dust,J,Respiratory
234.0,8.0,2001,J67,Hypersensitivity pneumonitis due to organic dust,J,Respiratory
280.0,7.4,2002,J67,Hypersensitivity pneumonitis due to organic dust,J,Respiratory
278.0,7.0,2003,J67,Hypersensitivity pneumonitis due to organic dust,J,Respiratory
324.0,7.3,2004,J67,Hypersensitivity pneumonitis due to organic dust,J,Respiratory
291.0,7.9,2005,J67,Hypersensitivity pneumonitis due to organic dust,J,Respiratory
396.0,7.2,2006,J67,Hypersensitivity pneumonitis due to organic dust,J,Respiratory
455.0,6.4,2007,J67,Hypersensitivity pneumonitis due to organic dust,J,Respiratory
539.0,5.9,2008,J67,Hypersensitivity pneumonitis due to organic dust,J,Respiratory
562.0,8.1,2009,J67,Hypersensitivity pneumonitis due to organic dust,J,Respiratory
642.0,6.3,2010,J67,Hypersensitivity pneumonitis due to organic dust,J,Respiratory
613.0,7.0,2011,J67,Hypersensitivity pneumonitis due to organic dust,J,Respiratory
677.0,6.9,2012,J67,Hypersensitivity pneumonitis due to organic dust,J,Respiratory
849.0,7.2,2013,J67,Hypersensitivity pneumonitis due to organic dust,J,Respiratory
947.0,6.0,2014,J67,Hypersensitivity pneumonitis due to organic dust,J,Respiratory
1110.0,7.0,2015,J67,Hypersensitivity pneumonitis due to organic dust,J,Respiratory
1209.0,6.0,2016,J67,Hypersensitivity pneumonitis due to organic dust,J,Respiratory
1239.0,8.0,2017,J67,Hypersensitivity pneumonitis due to organic dust,J,Respiratory
1325.0,7.0,2018,J67,Hypersensitivity pneumonitis due to organic dust,J,Respiratory
1445.0,7.0,2019,J67,Hypersensitivity pneumonitis due to organic dust,J,Respiratory
760.0,7.0,2020,J67,Hypersensitivity pneumonitis due to organic dust,J,Respiratory
1133.0,8.0,2021,J67,Hypersensitivity pneumonitis due to organic dust,J,Respiratory
917.0,8.9,2022,J67,Hypersensitivity pneumonitis due to organic dust,J,Respiratory
1030.0,7.0,2023,J67,Hypersensitivity pneumonitis due to organic dust,J,Respiratory
49.0,4.1,1998,J68,Resp conds due inhal chemicals gases fume and vapour,J,Respiratory
68.0,5.9,1999,J68,Resp conds due inhal chemicals gases fume and vapour,J,Respiratory
47.0,9.1,2000,J68,Resp conds due inhal chemicals gases fume and vapour,J,Respiratory
60.0,6.6,2001,J68,Resp conds due inhal chemicals gases fume and vapour,J,Respiratory
68.0,8.2,2002,J68,Resp conds due inhal chemicals gases fume and vapour,J,Respiratory
56.0,8.0,2003,J68,"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours",J,Respiratory
54.0,7.9,2004,J68,"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours",J,Respiratory
57.0,5.0,2005,J68,"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours",J,Respiratory
92.0,4.4,2006,J68,"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours",J,Respiratory
66.0,3.9,2007,J68,"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours",J,Respiratory
67.0,5.9,2008,J68,"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours",J,Respiratory
55.0,6.4,2009,J68,"Respiratory cond's due to inhalation of chemicals, gases, fumes & vapours",J,Respiratory
63.0,7.4,2010,J68,"Respiratory cond's due to inhalation of chemicals, gases, fumes & vapours",J,Respiratory
73.0,5.4,2011,J68,"Respiratory cond's due to inhalation of chemicals, gases, fumes & vapours",J,Respiratory
73.0,3.2,2012,J68,"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours",J,Respiratory
80.0,5.2,2013,J68,"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours",J,Respiratory
73.0,4.0,2014,J68,"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours",J,Respiratory
76.0,4.0,2015,J68,"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours",J,Respiratory
97.0,4.0,2016,J68,"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours",J,Respiratory
99.0,7.0,2017,J68,"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours",J,Respiratory
132.0,4.0,2018,J68,"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours",J,Respiratory
118.0,5.0,2019,J68,"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours",J,Respiratory
69.0,6.0,2020,J68,"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours",J,Respiratory
112.0,6.0,2021,J68,"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours",J,Respiratory
112.0,8.0,2022,J68,"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours",J,Respiratory
113.0,8.0,2023,J68,"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours",J,Respiratory
2296.0,16.5,1998,J69,Pneumonitis due to solids and liquids,J,Respiratory
2746.0,16.6,1999,J69,Pneumonitis due to solids and liquids,J,Respiratory
3168.0,19.6,2000,J69,Pneumonitis due to solids and liquids,J,Respiratory
4116.0,20.0,2001,J69,Pneumonitis due to solids and liquids,J,Respiratory
4700.0,19.6,2002,J69,Pneumonitis due to solids and liquids,J,Respiratory
5788.0,19.0,2003,J69,Pneumonitis due to solids and liquids,J,Respiratory
6754.0,19.3,2004,J69,Pneumonitis due to solids and liquids,J,Respiratory
7504.0,18.3,2005,J69,Pneumonitis due to solids and liquids,J,Respiratory
7892.0,18.7,2006,J69,Pneumonitis due to solids and liquids,J,Respiratory
8602.0,17.5,2007,J69,Pneumonitis due to solids and liquids,J,Respiratory
9121.0,17.5,2008,J69,Pneumonitis due to solids and liquids,J,Respiratory
9690.0,18.4,2009,J69,Pneumonitis due to solids and liquids,J,Respiratory
10618.0,17.1,2010,J69,Pneumonitis due to solids and liquids,J,Respiratory
12034.0,16.7,2011,J69,Pneumonitis due to solids and liquids,J,Respiratory
14267.0,16.1,2012,J69,Pneumonitis due to solids and liquids,J,Respiratory
15673.0,16.3,2013,J69,Pneumonitis due to solids and liquids,J,Respiratory
18618.0,15.0,2014,J69,Pneumonitis due to solids and liquids,J,Respiratory
20412.0,15.0,2015,J69,Pneumonitis due to solids and liquids,J,Respiratory
23127.0,14.0,2016,J69,Pneumonitis due to solids and liquids,J,Respiratory
23779.0,14.0,2017,J69,Pneumonitis due to solids and liquids,J,Respiratory
25834.0,13.0,2018,J69,Pneumonitis due to solids and liquids,J,Respiratory
28441.0,13.0,2019,J69,Pneumonitis due to solids and liquids,J,Respiratory
19478.0,12.0,2020,J69,Pneumonitis due to solids and liquids,J,Respiratory
26344.0,13.0,2021,J69,Pneumonitis due to solids and liquids,J,Respiratory
27023.0,13.8,2022,J69,Pneumonitis due to solids and liquids,J,Respiratory
29445.0,13.0,2023,J69,Pneumonitis due to solids and liquids,J,Respiratory
81.0,14.3,1998,J70,Respiratory conditions due to other external agents,J,Respiratory
95.0,10.7,1999,J70,Respiratory conditions due to other external agents,J,Respiratory
92.0,10.3,2000,J70,Respiratory conditions due to other external agents,J,Respiratory
89.0,12.9,2001,J70,Respiratory conditions due to other external agents,J,Respiratory
118.0,13.9,2002,J70,Respiratory conditions due to other external agents,J,Respiratory
101.0,11.0,2003,J70,Respiratory conditions due to other external agents,J,Respiratory
114.0,11.9,2004,J70,Respiratory conditions due to other external agents,J,Respiratory
135.0,10.0,2005,J70,Respiratory conditions due to other external agents,J,Respiratory
133.0,10.4,2006,J70,Respiratory conditions due to other external agents,J,Respiratory
159.0,9.8,2007,J70,Respiratory conditions due to other external agents,J,Respiratory
172.0,9.4,2008,J70,Respiratory conditions due to other external agents,J,Respiratory
153.0,10.9,2009,J70,Respiratory conditions due to other external agents,J,Respiratory
